source_doc,element,index,text
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2790,g1723b_18 | 2789 | how many years are you taking? | Scale | F8.2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2793,g1724b_18 | 2792 | how many years are you taking? | Scale | F8.2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2796,g1725b_18 | 2795 | how many years are you taking? | Scale | F8.2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2799,g1726b_18 | 2798 | how many years are you taking? | Scale | F8.2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2802,g1727b_18 | 2801 | how many years are you taking? | Scale | F8.2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2806,g1728b_18 | 2805 | how many years are you taking? | Scale | F8.2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2822,h5_18 | 2821 | confirm the age and copy to the 1st page | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2827,dage | 2826 | age at death | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2828,d18vyear | 2827 | validated year of death of the sampled person | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2829,d18vmonth | 2828 | validated month of death of the sampled person | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2830,d18vday | 2829 | validated day of death of the sampled person | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2832,d18marry | 2831 | marital status of the deceased elder prior to death | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2834,"d18yr1 | 2833 | if yes, since which year began to live together | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2835,"d18mon1 | 2834 | if yes, since which month began to live together | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2836,d18d22 | 2835 | did the elder have public old-age insurance prior to death? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2837,d18d231 | 2836 | monthly income from public old-age insurance prior to death | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2838,d18d26a1 | 2837 | relationship of 1st person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2840,d18d26a2 | 2839 | sex of the 1st person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2841,d18d26a3 | 2840 | age of the 1st person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2842,d18d26a4 | 2841 | education level of the 1st person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2843,d18d26a5 | 2842 | occupation of the 1st person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2845,d18d26a6 | 2844 | # of cigarettes the 1st person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2846,d18d26a61 | 2845 | details of cigarettes the 1st person usually smoke per day inside home | Nominal | A5
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2847,d18d26b1 | 2846 | relationship of 2nd person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2849,d18d26b2 | 2848 | sex of the 2nd person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2850,d18d26b3 | 2849 | age of the 2nd person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2851,d18d26b4 | 2850 | education level of the 2nd person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2852,d18d26b5 | 2851 | occupation of the 2nd person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2854,d18d26b6 | 2853 | # of cigarettes the 2nd person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2855,d18d26b61 | 2854 | details of cigarettes the 2nd person usually smoke per day inside home | Nominal | A2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2856,d18d26c1 | 2855 | relationship of 3rd person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2858,d18d26c2 | 2857 | sex of the 3rd person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2859,d18d26c3 | 2858 | age of the 3rd person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2860,d18d26c4 | 2859 | education level of the 3rd person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2861,d18d26c5 | 2860 | occupation of the 3rd person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2863,d18d26c6 | 2862 | # of cigarettes the 3rd person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2864,d18d26c61 | 2863 | details of cigarettes the 3rd person usually smoke per day inside home | Nominal | A2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2865,d18d26d1 | 2864 | relationship of 4th person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2867,d18d26d2 | 2866 | sex of the 4th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2868,d18d26d3 | 2867 | age of the 4th person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2869,d18d26d4 | 2868 | education level of the 4th person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2870,d18d26d5 | 2869 | occupation of the 4th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2872,d18d26d6 | 2871 | # of cigarettes the 4th person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2873,d18d26d61 | 2872 | details of cigarettes the 4th person usually smoke per day inside home | Nominal | A3
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2874,d18d26e1 | 2873 | relationship of 5th person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2876,d18d26e2 | 2875 | sex of the 5th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2877,d18d26e3 | 2876 | age of the 5th person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2878,d18d26e4 | 2877 | education level of the 5th person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2879,d18d26e5 | 2878 | occupation of the 5th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2881,d18d26e6 | 2880 | # of cigarettes the 5th person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2882,d18d26e61 | 2881 | details of cigarettes the 5th person usually smoke per day inside home | Nominal | A2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2883,d18d26f1 | 2882 | relationship of 6th person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2885,d18d26f2 | 2884 | sex of the 6th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2886,d18d26f3 | 2885 | age of the 6th person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2887,d18d26f4 | 2886 | education level of the 6th person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2888,d18d26f5 | 2887 | occupation of the 6th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2890,d18d26f6 | 2889 | # of cigarettes the 6th person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2891,d18d26f61 | 2890 | details of cigarettes the 6th person usually smoke per day inside home | Nominal | A1
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2892,d18d26g1 | 2891 | relationship of 7th person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2894,d18d26g2 | 2893 | sex of the 7th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2895,d18d26g3 | 2894 | age of the 7th person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2896,d18d26g4 | 2895 | education level of the 7th person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2897,d18d26g5 | 2896 | occupation of the 7th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2899,d18d26g6 | 2898 | # of cigarettes the 7th person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2900,d18d26g61 | 2899 | details of cigarettes the 7th person usually smoke per day inside home | Nominal | A1
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2901,d18d26h1 | 2900 | relationship of 8th person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2903,d18d26h2 | 2902 | sex of the 8th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2904,d18d26h3 | 2903 | age of the 8th person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2905,d18d26h4 | 2904 | education level of the 8th person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2906,d18d26h5 | 2905 | occupation of the 8th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2908,d18d26h6 | 2907 | # of cigarettes the 8th person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2909,d18d26h61 | 2908 | details of cigarettes the 8th person usually smoke per day inside home | Nominal | A1
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2910,d18d26i1 | 2909 | relationship of 9th person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2912,d18d26i2 | 2911 | sex of the 9th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2913,d18d26i3 | 2912 | age of the 9th person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2914,d18d26i4 | 2913 | education level of the 9th person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2915,d18d26i5 | 2914 | occupation of the 9th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2917,d18d26i6 | 2916 | # of cigarettes the 9th person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2918,d18d26i61 | 2917 | details of cigarettes the 9th person usually smoke per day inside home | Nominal | A1
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2919,d18d26j1 | 2918 | relationship of 10th person living with deceased elder in last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2921,d18d26j2 | 2920 | sex of the 10th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2922,d18d26j3 | 2921 | age of the 10th person living with the deceased elder | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2923,d18d26j4 | 2922 | education level of the 10th person living with the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2924,d18d26j5 | 2923 | occupation of the 10th person living with the deceased elder | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2926,d18d26j6 | 2925 | # of cigarettes the 10th person usually smoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2927,d18d26j61 | 2926 | details of cigarettes the 10th person usually smoke per day inside home | Nominal | A1
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2928,d18livarr | 2927 | primary living arrangement of the deceased elder in the last year of life | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2930,d18dplace | 2929 | place of death | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2932,d18cargiv | 2931 | primary caregiver prior to death | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2933,d18pcgday | 2932 | # of days cared for the deceased by primary caregiver in last month of life | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2934,d18q52 | 2933 | the 2nd caregiver prior to death | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2935,d18q521 | 2934 | # of days cared for the deceased by the 2nd caregiver in last month of life | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2936,d18q53 | 2935 | the 3rd caregiver prior to death | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2937,d18q531 | 2936 | # of days cared for the deceased by the 3rd caregiver in last month of life | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2938,d18q54 | 2937 | do caregivers feel heavy burden of caring for the elderly in last month of life? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2939,d18bedrid | 2938 | bedridden or not prior to death | Nominal | F8
